,accn,taxon,species,genome_size_(mb),num_genes,GC_ratio,5'_gc_ratio,3'_gc_ratio,mid_gc_ratio,gc3_ratio,5'_gc3_ratio,3'_gc3_ratio,mid_gc3_ratio,num_trna,trna_GC_ratio,num_rrna,rrna_GC_ratio,fp_stab,tp_stab,mid_stab,temp,predictedoptimumtemp
10,CP000300,Archaea,Methanococcoides_burtonii_DSM_6242,2.575032,2271,0.4223864861858681,0.3632883213464455,0.3808283184108811,0.4251431087626596,0.3967356768755349,0.383494789373257,0.367202407162777,0.4005577572288272,43,0.5916201117318436,3,0.5395809080325961,-2.7804931748128614,-3.8004403346543336,-4.448260678115375,23.4,33.4
11,CP002278,Archaea,Methanothermus_fervidus_DSM_2088,1.243342,1278,0.3161250001086549,0.2984263606329334,0.2946009389671361,0.3183794122761259,0.1850697695037773,0.2608894105372978,0.2250260824204486,0.1838810641627543,26,0.6587582029278143,2,0.6404002501563477,-2.297261345852892,-2.259859154929572,-2.6634585289514865,na,63.19
12,CP003423,Archaea,Fervidicoccus_fontis_Kam940,1.319206,1385,0.3833962908200495,0.3476333734456478,0.3374448455675892,0.3845367027677497,0.3549365461679528,0.377496991576414,0.3287605294825511,0.3504211793020457,40,0.6976079971438772,2,0.6298581122763726,-3.0592057761732896,-2.897978339350178,-3.5190613718411647,67.5,70.94
13,CP003531,Archaea,Thermogladius_calderae_1633,1.356318,1414,0.5616191289108508,0.5241827754203991,0.5153033160458903,0.5650832940436901,0.7308720213415302,0.693010372465818,0.6483380480905233,0.7320839226779821,40,0.7198160214641626,2,0.6761467889908257,-6.256859971711443,-6.011244695898164,-6.724893917963225,84.0,92.94
14,CP003321,Archaea,Desulfurococcus_amylolyticus_DSM_16532,1.384116,1417,0.4517696232765172,0.4247824041402023,0.4198227867952638,0.4529326432996158,0.4787556380217329,0.4918842625264644,0.458656786638438,0.4805339920018819,43,0.7097646740600487,2,0.6556867619639528,-4.283768525052925,-4.0571630204657705,-4.697671136203244,na,94.42
15,CP002117,Archaea,Methanolacinia_petrolearia_DSM_11571,2.84329,2781,0.4862168923735426,0.4086659475008989,0.427344280634464,0.4908805785289065,0.550649635582044,0.4792340884573894,0.471143473570658,0.5599604458827759,47,0.5982683982683983,3,0.5625,-3.5444444444444483,-4.568176914778859,-5.408126573175112,40.0,40.56
16,CP001941,Archaea,Aciduliprofundum_boonei_T469,1.486778,1542,0.3939712374054409,0.372496036892924,0.3664252774174953,0.3958243262717971,0.3789249090378151,0.4176394293125811,0.3780263726761781,0.3793233895373973,28,0.6579185520361991,3,0.6105705440070766,-3.0761348897535665,-3.1760700389105003,-3.571854734111538,70.0,76.99
17,CP000254,Archaea,Methanospirillum_hungatei_JF-1,3.544738,3139,0.4613010654065161,0.4145163003079537,0.4218434745672719,0.4637534954514884,0.4506027625922478,0.4512849102686631,0.419135605819263,0.4508601465434851,48,0.596516276413478,4,0.5586283185840708,-3.787002230009552,-4.497292131251991,-4.991462249123919,na,44.41
18,CP002551,Archaea,Methanobacterium_lacus,2.583753,2479,0.3777668415067938,0.3262068038187441,0.329882120926897,0.3813253552059522,0.3245576769117092,0.3321567836493209,0.3115167406212182,0.3255344897135941,28,0.6188845401174168,2,0.5510585305105853,-2.328398547801533,-2.723961274707543,-3.5574828559903224,na,35.37
19,CP002101,Archaea,Methanosalsum_zhilinae_DSM_4017,2.138444,1954,0.4030855068751945,0.3461844649152735,0.3621346525645399,0.4079239167519617,0.3404588603673196,0.3466393722279086,0.3312436028659161,0.339517229614466,43,0.6022981168209384,3,0.5667828106852497,-2.62932446264074,-3.446724667349027,-4.179938587512789,na,42.44
20,CP001687,Archaea,Halorhabdus_utahensis_DSM_12940,3.116795,2998,0.6371704247555038,0.5876695574827663,0.6003910014083463,0.6378789563412646,0.7893582643336124,0.7232599510784967,0.6999110518123193,0.7959750945074494,45,0.6248140434394526,1,0.635593220338983,-6.869913275517011,-7.989826551034054,-8.678452301534351,na,45.37
21,CP001994,Archaea,Methanohalophilus_mahii_DSM_5219,2.012424,1987,0.4357956823577642,0.3746015769166247,0.390147067046916,0.441215120505508,0.4098437647822032,0.3891545042778057,0.3764469048817312,0.4173796342895487,42,0.6085397653194263,3,0.5468841001747233,-2.9656265727226967,-3.896225465525916,-4.600352289884252,na,45.32
22,CP004145,Archaea,Ferroplasma_acidarmanus_fer1,1.935211,1948,0.3756608544314189,0.3269307551905088,0.3262462924937258,0.3751996349532284,0.3524037040685647,0.3470225872689938,0.3166067761806981,0.3514288158795345,44,0.5911069651741293,3,0.49028028933092227,-2.445790554414785,-2.8152977412730995,-3.4612936344969216,42.0,52.73
23,CP002838,Archaea,Pyrolobus_fumarii_1A,1.843267,1971,0.5496230067378572,0.5391792096510514,0.5296803652968036,0.5506088280060882,0.617033758595595,0.628234398782344,0.5922543548114324,0.617368510062574,45,0.7161654135338346,2,0.6985250737463127,-6.636377473363776,-6.179502790461688,-6.744190766108585,106.0,100.75
24,CP000852,Archaea,Caldivirga_maquilingensis_IC-167,2.077567,1957,0.4391523735814407,0.4203997047635269,0.4003718844035655,0.4418753193663771,0.4489801353161955,0.4744506898313745,0.4179441321750979,0.454564810083461,42,0.6841812621629135,2,0.6561743341404358,-4.403628002043947,-4.028308635666838,-4.811292795094535,85.0,94.69
25,AE006641,Archaea,Sulfolobus_solfataricus_P2,2.992245,2993,0.364911844310597,0.351124846864907,0.3381037235029884,0.3694917771095519,0.3259610658043577,0.3794966031852099,0.3265397037532019,0.3328321639380777,40,0.6760233918128655,3,0.6173642533936652,-2.8852990310725053,-2.8839291680588026,-3.226394921483464,82.0,82.97
26,CP002839,Archaea,Halopiger_xanaduensis_SH-6,3.668009,3586,0.669929493127761,0.6100886162235856,0.6242950982214786,0.6719418107454918,0.8709852720740441,0.7702407510689719,0.762455846811675,0.8778118609406953,44,0.6194318915429309,4,0.5982580293957539,-7.080591187953137,-8.850557724484107,-9.651282766313429,37.0,46.36
27,CP002069,Archaea,Methanohalobium_evestigatum_Z-7303,2.242317,2110,0.3770949237679016,0.3350447604002106,0.3335966298051606,0.3780542390731964,0.3045042211876386,0.3270537124802528,0.2836492890995261,0.302567140600316,44,0.6121212121212121,2,0.5634771732332708,-2.396445497630331,-2.98189573459716,-3.5603791469194346,40.0,43.6
28,CP001868,Archaea,Haloferax_mediterranei_ATCC_33500,2.948884,2942,0.6238371924335483,0.5802836316942367,0.5833899841377748,0.6230361054460307,0.7611662316509413,0.7056707455245864,0.677628597326082,0.7604520734194425,50,0.6133078811017181,2,0.5676691729323309,-6.503127124405155,-7.597722637661425,-8.136981645139352,na,48.2
29,CP002100,Archaea,Vulcanisaeta_distributa_DSM_14429,2.374137,2485,0.462607897801461,0.4349429912810194,0.4169796557120501,0.4658618376928236,0.5106722659420545,0.5161636485580148,0.4508718980549966,0.5128772635814889,46,0.6935617573915446,2,0.6740331491712708,-4.543380281690132,-4.18764587525151,-5.173239436619715,87.5,97.95
30,CP001901,Archaea,Methanocaldococcus_sp._FS406-22,1.760939,1789,0.3247229930526854,0.3047947332463822,0.2840506800819825,0.3276970374510899,0.2583869634527956,0.3161449599403764,0.2576392770635364,0.2553102291783119,21,0.6729368932038835,3,0.6410982784920461,-2.3955841252096097,-2.1584684181106777,-2.765455561766346,na,84.54
31,CP002792,Archaea,Methanothermococcus_okinawensis_IH1,1.662525,1572,0.3128417027637862,0.2842274526434832,0.250600791631326,0.3150268589199887,0.2283644622471815,0.2762934690415606,0.2021310432569974,0.2236535199321458,24,0.6335164835164835,3,0.5690413368513633,-2.079834605597966,-1.985687022900768,-2.622709923664115,62.0,59.28
32,CP001690,Archaea,Halogeometricum_borinquense_DSM_11551,2.820544,2893,0.6194158816713464,0.5780331835464916,0.5850136344432922,0.6185716480393286,0.7455351555997818,0.7023562622421938,0.6810116372854016,0.7476379767254292,46,0.6181506849315068,2,0.5667915106117354,-6.594123746975462,-7.5311787072243375,-8.116730038022824,na,49.71
33,CP003377,Archaea,Natronobacterium_gregoryi_SP2,3.788356,3654,0.6319010559392013,0.5800644651219364,0.5928814693182509,0.631317277869002,0.7777806623321429,0.7108876117496807,0.6926655719759168,0.7775953293194673,48,0.6183228029867892,3,0.5906370996128124,-6.603119868637115,-7.825615763546779,-8.535057471264341,37.0,47.09
34,CP007174,Archaea,Candidatus_Nitrososphaera_evergladensis_SR1,2.954373,3499,0.5170656673482784,0.4655933441300689,0.4768822838271252,0.5118843479089263,0.6081065116862524,0.5587310660188626,0.5490854529865676,0.607721253691531,39,0.6077684691546078,2,0.5760792639773531,-4.659702772220638,-5.117462132037728,-5.648299514146883,na,48.43
35,CP002565,Archaea,Methanosaeta_concilii_GP6,3.008626,2829,0.5229245043414765,0.46005655708731,0.4812458269510231,0.5244000628412081,0.6142792513929235,0.5645398845292801,0.550076587722399,0.6187109697183928,41,0.6128345498783455,2,0.5331325301204819,-4.620007069635912,-5.50106044538706,-6.205337575114871,na,48.06
36,CP001719,Archaea,Methanobrevibacter_ruminantium_M1,2.937203,2217,0.364301234968191,0.2980629479276299,0.2987520673582919,0.3700320753771363,0.3171276987964093,0.2729288828747557,0.2635693880619456,0.3245000751766652,26,0.587573385518591,2,0.5289203084832905,-2.1023906179521923,-2.831348669373027,-3.6553901668922,na,31.25
37,CP003362,Archaea,Methanomethylovorans_hollandica_DSM_15978,2.428904,2283,0.4395014560008606,0.3828661118411447,0.3960797196671047,0.4409646177057478,0.4281543898825749,0.4126149802890933,0.4012264564169951,0.4295152577018543,43,0.6056518946692357,2,0.5605652759084792,-3.091721419185284,-3.978142794568545,-4.70683311432326,na,40.78
38,AE010299,Archaea,Methanosarcina_acetivorans_C2A,5.751492,4427,0.4514881025387952,0.3869814020028612,0.4009048013452802,0.4493261049619758,0.4639778995958263,0.4369588133423688,0.4070853098411264,0.4622204653264061,na,na,6,0.55081140696392,-3.236796927942175,-3.975107296137336,-4.643709058052853,na,40.95
39,CP000866,Archaea,Nitrosopumilus_maritimus_SCM1,1.645259,1794,0.3458621713376323,0.3315062554192989,0.3200947603121516,0.3445745076179858,0.2252302832873204,0.2851635079895949,0.2669082125603865,0.2234764028242289,38,0.5836895757974351,2,0.5267463813719321,-2.673522853957637,-2.720345596432547,-3.101337792642137,32.0,35.65
40,CP001365,Archaea,Halorubrum_lacusprofundi_ATCC_49239,2.735295,2709,0.6767869967965728,0.6202678315081416,0.6383146712604076,0.6783766047331938,0.8714968453399572,0.7915897625199951,0.7814076535006768,0.8800602928509905,46,0.6242441693060754,2,0.5780856423173804,-7.403100775193803,-9.079143595422677,-9.962310815799182,na,45.38
41,CP001742,Archaea,Acidilobus_saccharovorans_345-15,1.496453,1499,0.5790617343098678,0.5501074790601141,0.5450300200133422,0.5796827514639389,0.7394453982069266,0.7129197242606182,0.6504892150322438,0.7401601067378252,44,0.7181477516059958,2,0.6744904261890056,-7.10160106737824,-7.078652434956636,-7.4885256837892,82.5,82.64
42,CP003378,Archaea,Caldisphaera_lagunensis_DSM_15908,1.546846,1472,0.3078136155368585,0.305631038647343,0.2717580012077294,0.3073671497584541,0.198541837998066,0.2872509057971014,0.2115036231884058,0.1928215579710145,45,0.6982758620689655,2,0.6206896551724138,-2.4199048913043466,-2.2591711956521734,-2.6785326086956487,72.5,64.89
43,CP002590,Archaea,Thermoproteus_uzoniensis_768-20,1.936063,2186,0.6015755074543638,0.5576014028667277,0.5362026024194368,0.6084553217444343,0.7899881964317559,0.7458828911253431,0.6668191521805429,0.7976136017078378,28,0.7098923628908252,2,0.6802679658952497,-7.22978042086002,-6.991125343092423,-8.186459286367787,90.0,89.08
44,HE613800,Archaea,Pyrococcus_abyssi_GE5,1.765118,1891,0.4510811819599433,0.4238057465185968,0.4293730536459251,0.4520242082378518,0.5027318012352016,0.5312885598448792,0.4829455314648334,0.5051119337211352,na,na,na,na,-4.10037017451084,-4.240613432046535,-4.514965626652557,96.0,99.36
45,CP000493,Archaea,Hyperthermus_butylicus_DSM_5456,1.667163,1602,0.5403330379559887,0.5321126369815509,0.5181890692190317,0.5407996948259121,0.586431103234382,0.5988347898460258,0.5756866416978776,0.5927486475239284,42,0.7229752066115702,2,0.773972602739726,-6.736079900124819,-5.919912609238451,-6.432771535580518,100.5,100.53
46,CP003929,Archaea,Natronococcus_occultus_SP4,4.013216,3889,0.6612352508456127,0.6023113625324991,0.6309462586783234,0.663352475643553,0.8478065914688286,0.7600068569469444,0.7727136367532356,0.855532699065741,50,0.616389872039205,4,0.5945307224848075,-7.127513499614276,-8.949035741835935,-9.438364618153775,37.5,46.83
47,CP002051,Archaea,Staphylothermus_hellenicus_DSM_12710,1.580347,1587,0.3718026280763739,0.3574529160540503,0.3408597633550375,0.3744661485682279,0.30628551566044,0.3625813904641882,0.3197332493173703,0.3089687040537702,39,0.7176991150442478,2,0.6705521472392638,-3.122558286074358,-2.839760554505356,-3.2923125393824813,na,87.73
48,CP003050,Archaea,Halovivax_ruber_XH-70,3.223876,3099,0.6519430243414557,0.6021207557993618,0.6124735577784949,0.6521010361765444,0.8126554344970001,0.7414757448639346,0.7216037431429493,0.819430999247069,44,0.6156015037593985,2,0.5914051841746248,-7.086769925782495,-8.356502097450793,-9.06508551145528,37.0,43.76
49,CP001939,Archaea,Thermosphaera_aggregans_DSM_11486,1.316595,1385,0.4713143386890164,0.4353790613718412,0.430004011231448,0.4772563176895307,0.5312794150499632,0.5303850782190133,0.481107099879663,0.5392298435619736,41,0.7081111422958182,2,0.6532869785082175,-4.477184115523468,-4.228953068592057,-5.056101083032488,na,92.06
50,BA000002,Archaea,Aeropyrum_pernix_K1,1.669696,1699,0.5696932725877406,0.5491138578248643,0.5408246681054215,0.5694035707278792,0.6743348519731509,0.6489601726505788,0.6354227977241514,0.6793702177751618,45,0.7290969899665551,3,0.6857398301296379,-6.8335491465567975,-6.560682754561508,-7.273749264273102,95.0,99.41
51,BA000002,Archaea,Aeropyrum_pernix_K1,1.669696,1699,0.5696932725877406,0.5491138578248643,0.5408246681054215,0.5694035707278792,0.6743348519731509,0.6489601726505788,0.6354227977241514,0.6793702177751618,45,0.7290969899665551,3,0.6857398301296379,-6.8335491465567975,-6.560682754561508,-7.273749264273102,92.5,99.41
52,CP001688,Archaea,Halomicrobium_mukohataei_DSM_12286,3.110487,3173,0.6669199915089951,0.6079857828203242,0.6314476310536821,0.6700371187449662,0.8547583281004187,0.7669923311272192,0.7698287635255804,0.8614350246874671,43,0.6260370134014039,2,0.5909661229611042,-7.335266309486287,-8.794642294358672,-9.456508036558454,na,45.0
53,CP000559,Archaea,Methanocorpusculum_labreanum_Z,1.804962,1739,0.5109882284422301,0.4399559133601687,0.4579100376972717,0.5194396524183759,0.5749726279808797,0.5085777266628331,0.5060379528464635,0.5905692926969522,44,0.5958271236959761,3,0.5383355176933159,-3.7550316273720528,-5.272915468660151,-5.897239792984468,37.0,41.96
54,AE000666,Archaea,Methanothermobacter_thermautotrophicus_str._Delta_H,1.751377,1868,0.5056253052074399,0.424562812276945,0.4581697596954556,0.5099928622412563,0.5687826872423922,0.5047733761598858,0.5062455389007852,0.5782476802284083,22,0.6232718894009217,2,0.53125,-4.044379014989291,-5.012473233404718,-5.8953961456102775,na,60.97
55,CP000505,Archaea,Thermofilum_pendens_Hrk_5,1.781889,1824,0.5822192351586485,0.5397325779727096,0.5399153265107213,0.5838815789473685,0.7339475844812532,0.6747076023391813,0.6550621345029239,0.7388066520467836,28,0.7043912888254195,2,0.6545117428924598,-6.502741228070167,-6.52149122807016,-7.45071271929825,87.5,95.9
56,CP000102,Archaea,Methanosphaera_stadtmanae_DSM_3091,1.767403,1534,0.2910176893210807,0.2611183543386933,0.2462335216572504,0.2977871939736347,0.1342694350087494,0.1949695784441547,0.1517818339852238,0.1333659278574532,25,0.599171413775246,4,0.50186799501868,-1.7964797913950443,-1.910430247718383,-2.549608865710556,na,45.1
57,CP000682,Archaea,Metallosphaera_sedula_DSM_5348,2.191517,2256,0.4719052280309149,0.4196217494089834,0.4226876477541371,0.4728009259259259,0.5362872540582433,0.4948286052009456,0.4718158983451536,0.5412234042553191,38,0.6699937616968185,1,0.6132940406024885,-4.090558510638284,-4.2916223404255325,-5.087987588652486,75.0,83.69
58,AM114193,Archaea,Methanocella_arvoryzae_MRE50,3.179916,3083,0.562969841345927,0.4845839189822323,0.4984232529642844,0.571350055861895,0.7238534022542352,0.6147421342847875,0.6080116769380474,0.7325927127257,46,0.6036621382161843,3,0.5362318840579711,-4.687122932208886,-5.959422640285416,-6.8198507946805,45.0,47.29
59,CP007055,Archaea,Halostagnicola_larsenii_XH-48,2.789326,2894,0.6317772752327133,0.5765856561468171,0.5883341012055594,0.629837595024188,0.7848619174440947,0.7060009214466713,0.68996199032481,0.7821642478691546,48,0.6109484777517564,2,0.5799373040752351,-6.556530753282651,-7.780580511402892,-8.553593642017958,37.0,48.99
60,CP010529,Archaea,Haloarcula_sp._CBA1115,3.423144,3246,0.6420922924322323,0.5886561237762716,0.6013212843157391,0.6430221811460258,0.8041043548038254,0.7210412815773259,0.7170876976791949,0.8100996097761347,44,0.6254306295020357,3,0.5715216682958618,-6.7430991990141855,-7.893715341959354,-8.812230437461494,na,44.68
61,CP001338,Archaea,Methanosphaerula_palustris_E1-9c,2.922917,2653,0.5679345187528921,0.483467353520124,0.5174959165724338,0.5727687732964778,0.6946746312170234,0.592788038698329,0.5975939188340244,0.7029777610252544,48,0.6005989654233597,3,0.5552941176470588,-4.777572559366749,-6.329852996607613,-7.130116848850371,29.0,41.05
62,HF582854,Archaea,Natronomonas_moolapensis_8.8.11,2.912573,2743,0.6548961573252937,0.6099364037752664,0.6271013083809293,0.6600032405719609,0.8215977095489726,0.7695953335763762,0.7472353870458136,0.8320877384858427,43,0.632965165675446,1,0.6585365853658537,-7.263324826831941,-8.998724024790373,-9.506853809697414,na,44.79
63,CP006577,Archaea,Archaeoglobus_fulgidus_DSM_8774,2.316287,2557,0.4888663777740259,0.4478772867509668,0.4456394211967149,0.4875831052014079,0.5756221942276306,0.5621170642680224,0.5124494850736541,0.575153174292791,45,0.6865998747651847,2,0.6395736175882745,-4.386194759483769,-4.718771998435655,-5.073953852170519,76.0,87.0
64,CP001932,Archaea,Natrialba_magadii_ATCC_43099,3.751858,3555,0.6257604445411502,0.574292858259103,0.5826769807782466,0.624433505235193,0.7607935090069972,0.6942803563056728,0.6712845757149555,0.7652367557430848,43,0.6157256872598286,2,0.5848580441640379,-6.202109704641352,-7.56880450070322,-8.10967651195498,na,42.33
65,CP003372,Archaea,Natrinema_pellirubrum_DSM_15624,3.790479,3685,0.6598621584673634,0.6023066485753052,0.6240992009648726,0.6605457560681441,0.8394322541626504,0.7522388059701492,0.7524875621890548,0.8482587064676617,45,0.6225622562256226,3,0.5826882477128783,-7.07598371777475,-8.686974219810056,-9.44000000000001,na,45.92
66,CP009552,Archaea,Geoglobus_acetivorans,1.860815,2218,0.4753110928711704,0.4375438332832381,0.4360660254483519,0.476154693918445,0.53519724952773,0.5315223925458371,0.4846333032762248,0.5397880973850315,46,0.6761229314420804,2,0.634508348794063,-4.328584310189363,-4.438007213706028,-4.9591523895401215,na,71.58
67,FR746099,Archaea,Haloquadratum_walsbyi_C23,3.148033,2569,0.4867291732189414,0.4730656113489901,0.4614960425587128,0.4841594221703214,0.4110686609642542,0.4772284935772674,0.400350330868042,0.4081678993123134,43,0.6120313862249346,2,0.5703517587939698,-4.700583884780079,-4.842312183729077,-5.384429739198122,45.0,35.08
68,CP006019,Archaea,Palaeococcus_pacificus_DY20341,1.85937,1990,0.4355395106297633,0.3950865438302624,0.4108179787828029,0.4364042434394193,0.4591579953280951,0.4652428810720268,0.4493718592964824,0.4584170854271356,35,0.6957478005865103,4,0.6377763186692931,-3.637437185929655,-3.9530653266331655,-4.452361809045225,80.0,89.93
69,CP003098,Archaea,Pyrobaculum_ferrireducens,2.467972,2827,0.5754641649552407,0.5223440632000943,0.5076936681995048,0.5808768620052667,0.7111022487730636,0.6534017214951067,0.5948001414927485,0.7162186062964273,28,0.7070572569906791,3,0.6813125695216907,-6.281322957198438,-5.979943402900602,-7.353307392996122,na,102.03
70,HE964772,Archaea,Methanoculleus_bourgensis_MS2,2.789774,2563,0.6158554603951953,0.5301729743789829,0.574662938396844,0.6221875406424763,0.7789389684929384,0.6634152685654832,0.6697880088438029,0.7921056054103265,42,0.6129635400436273,1,0.5819672131147541,-5.720561841591891,-7.667420991026139,-8.258486149044098,40.0,43.06
71,CP007536,Archaea,Nitrososphaera_viennensis_EN76,2.527938,3089,0.5406979050486768,0.4870418330275889,0.4933365706269558,0.5344052372216826,0.6658571551134839,0.5937736052659977,0.5889985971727636,0.6654257041113629,39,0.6160578386605784,3,0.5664905328049318,-5.0113629006151,-5.524862415021042,-6.207057300097126,42.0,52.87
72,CP001860,Archaea,Haloterrigena_turkmenica_DSM_5511,3.889038,3739,0.6693165000323859,0.6032881637989955,0.6298178360227036,0.6702178241359841,0.8672736871821758,0.7580458233039137,0.7693233484889008,0.871601141125078,47,0.6138728323699422,4,0.6031659388646288,-7.05961487028617,-8.892538111794591,-9.7198448783097,na,45.65
73,CP002098,Archaea,Ignisphaera_aggregans_DSM_17230,1.875953,1916,0.360187305111515,0.3446561122709348,0.3411041521688703,0.3637642078404082,0.2662208685201236,0.3279401530967293,0.309455462769659,0.2621346555323591,43,0.6994553027875681,2,0.6525556600815302,-3.329645093945725,-3.1722860125261017,-3.5642484342379994,na,83.62
74,CP001899,Archaea,Ferroglobus_placidus_DSM_10642,2.196266,2467,0.4472258561642974,0.4225555105165968,0.4121177318380399,0.4471467819664009,0.497334522349121,0.5259086609917579,0.4621334954735847,0.495406026212674,49,0.6862635831707997,2,0.6466019417475728,-4.051276854479119,-4.020875557357121,-4.422253749493317,na,96.06
75,CP002535,Archaea,Acidianus_hospitalis_W1,2.137654,2329,0.3463255396155227,0.3365893802776585,0.3154429655073708,0.3488621726062688,0.2754106838011759,0.3357664233576642,0.284313725490196,0.2775511664519822,38,0.6810380912515697,2,0.6322784810126583,-2.892571919278668,-2.507342206955777,-2.94796049806784,na,79.62
76,CP002057,Archaea,Methanococcus_voltae_A3,1.936387,1696,0.3124977069870071,0.2786622117400419,0.2419745807127882,0.3166764937106918,0.2246379660057548,0.2644948899371069,0.1813580974842767,0.2230247641509433,19,0.6142754145638067,3,0.5478158205430933,-1.9633254716981112,-1.8225825471698107,-2.724705188679246,37.5,47.05
77,CP003083,Archaea,Methanolobus_psychrophilus_R15,3.072769,3167,0.4597795133397056,0.3960986562817949,0.4113514366908746,0.4585043679612672,0.4880394304240529,0.4433480686243553,0.4361119882117671,0.4854752131354594,42,0.6075286415711948,4,0.5596080566140447,-3.290337859172712,-4.181938743290173,-4.901926113040732,18.0,34.01
78,CP000816,Archaea,Ignicoccus_hospitalis_KIN4/I,1.297538,1434,0.5652337462820468,0.5440105377343871,0.534247636758097,0.567003719200372,0.7613386129517095,0.7370990237099023,0.6611459786145979,0.768305439330544,42,0.7219147758716105,4,0.6870394451668834,-6.618200836820077,-6.702440725244072,-6.78396094839609,na,93.98
79,CP003685,Archaea,Pyrococcus_furiosus_COM1,1.909827,2060,0.4109608160943805,0.3829827400215749,0.3906283710895361,0.4115560949298813,0.3920257376096753,0.4302184466019417,0.4014967637540453,0.3934061488673139,36,0.7067458930443901,3,0.6679909194097616,-3.636359223300971,-3.634029126213592,-3.947281553398067,na,93.31
80,CP003350,Bacteria,Frateuria_aurantia_DSM_6220,3.603458,3099,0.6384653845363895,0.5682926392026102,0.6228532501523789,0.6403230432756086,0.7740755645583659,0.7006023448424223,0.6903033236527912,0.7774819834355169,40,0.6022981168209384,4,0.5605889014722537,-5.774411100354945,-8.91842529848341,-9.303388189738651,na,26.93
81,CP001678,Bacteria,Hirschia_baltica_ATCC_49814,3.455622,3116,0.4585552646698274,0.4099450862929682,0.4274532876907716,0.4594476536870632,0.3917683119478855,0.4179236200256739,0.3895485665382969,0.3911799315361575,32,0.5980975029726516,2,0.5277419354838709,-3.195250320924268,-4.518741976893442,-5.089890885750959,na,27.58
